id,date,store_nbr,family,sales,onpromotion
960510,2014-06-25,1,GROCERY I,2336.0,0
962292,2014-06-26,1,GROCERY I,1902.0,0
964074,2014-06-27,1,GROCERY I,2897.0,0
965856,2014-06-28,1,GROCERY I,2155.0,0
967638,2014-06-29,1,GROCERY I,816.0,0
969420,2014-06-30,1,GROCERY I,2191.0,0
971202,2014-07-01,1,GROCERY I,2327.0,2
972984,2014-07-02,1,GROCERY I,3392.0,2
974766,2014-07-03,1,GROCERY I,2165.0,3
976548,2014-07-04,1,GROCERY I,2640.0,2
978330,2014-07-05,1,GROCERY I,1779.0,2
980112,2014-07-06,1,GROCERY I,991.0,1
981894,2014-07-07,1,GROCERY I,2383.0,2
983676,2014-07-08,1,GROCERY I,2126.0,2
985458,2014-07-09,1,GROCERY I,2467.0,4
987240,2014-07-10,1,GROCERY I,2098.0,2
989022,2014-07-11,1,GROCERY I,2191.0,2
990804,2014-07-12,1,GROCERY I,2011.0,4
992586,2014-07-13,1,GROCERY I,932.0,1
994368,2014-07-14,1,GROCERY I,2252.0,3
996150,2014-07-15,1,GROCERY I,1976.0,3
997932,2014-07-16,1,GROCERY I,2470.0,2
999714,2014-07-17,1,GROCERY I,1893.0,2
1001496,2014-07-18,1,GROCERY I,2251.0,3
1003278,2014-07-19,1,GROCERY I,2128.0,4
1005060,2014-07-20,1,GROCERY I,865.0,3
1006842,2014-07-21,1,GROCERY I,2139.0,1
1008624,2014-07-22,1,GROCERY I,2342.0,2
1010406,2014-07-23,1,GROCERY I,2179.0,3
1012188,2014-07-24,1,GROCERY I,1746.0,5
1013970,2014-07-25,1,GROCERY I,1779.0,2
1015752,2014-07-26,1,GROCERY I,1821.0,5
1017534,2014-07-27,1,GROCERY I,817.0,1
1019316,2014-07-28,1,GROCERY I,2076.0,4
1021098,2014-07-29,1,GROCERY I,2031.0,3
1022880,2014-07-30,1,GROCERY I,2090.0,5
1024662,2014-07-31,1,GROCERY I,2091.0,7
1026444,2014-08-01,1,GROCERY I,2387.0,5
1028226,2014-08-02,1,GROCERY I,1920.0,5
1030008,2014-08-03,1,GROCERY I,884.0,2
1031790,2014-08-04,1,GROCERY I,2329.0,3
1033572,2014-08-05,1,GROCERY I,2179.0,3
1035354,2014-08-06,1,GROCERY I,2257.0,8
1037136,2014-08-07,1,GROCERY I,1725.0,3
1038918,2014-08-08,1,GROCERY I,2189.0,3
1040700,2014-08-09,1,GROCERY I,1752.0,8
1042482,2014-08-10,1,GROCERY I,823.0,6
1044264,2014-08-11,1,GROCERY I,2096.0,6
1046046,2014-08-12,1,GROCERY I,1817.0,3
1047828,2014-08-13,1,GROCERY I,2451.0,5
1049610,2014-08-14,1,GROCERY I,2065.0,6
1051392,2014-08-15,1,GROCERY I,2079.0,4
1053174,2014-08-16,1,GROCERY I,2009.0,3
1054956,2014-08-17,1,GROCERY I,907.0,6
1056738,2014-08-18,1,GROCERY I,2046.0,5
1058520,2014-08-19,1,GROCERY I,1874.0,4
1060302,2014-08-20,1,GROCERY I,2345.0,6
1062084,2014-08-21,1,GROCERY I,2007.0,5
1063866,2014-08-22,1,GROCERY I,2125.0,2
1065648,2014-08-23,1,GROCERY I,1996.0,4
1067430,2014-08-24,1,GROCERY I,818.0,3
1069212,2014-08-25,1,GROCERY I,2002.0,6
1070994,2014-08-26,1,GROCERY I,1958.0,6
1072776,2014-08-27,1,GROCERY I,2355.0,8
1074558,2014-08-28,1,GROCERY I,1588.0,3
1076340,2014-08-29,1,GROCERY I,2274.0,3
1078122,2014-08-30,1,GROCERY I,2200.0,1
1079904,2014-08-31,1,GROCERY I,1085.0,1
1081686,2014-09-01,1,GROCERY I,2401.0,2
1083468,2014-09-02,1,GROCERY I,2456.0,3
1085250,2014-09-03,1,GROCERY I,2507.0,3
1087032,2014-09-04,1,GROCERY I,2020.0,3
1088814,2014-09-05,1,GROCERY I,2360.0,6
1090596,2014-09-06,1,GROCERY I,2145.0,4
1092378,2014-09-07,1,GROCERY I,1079.0,2
1094160,2014-09-08,1,GROCERY I,2430.0,1
1095942,2014-09-09,1,GROCERY I,2562.0,5
1097724,2014-09-10,1,GROCERY I,2398.0,2
1099506,2014-09-11,1,GROCERY I,2333.0,4
1101288,2014-09-12,1,GROCERY I,2102.0,3
1103070,2014-09-13,1,GROCERY I,2042.0,3
1104852,2014-09-14,1,GROCERY I,1079.0,0
1106634,2014-09-15,1,GROCERY I,1962.0,3
1108416,2014-09-16,1,GROCERY I,2445.0,4
1110198,2014-09-17,1,GROCERY I,2302.0,4
1111980,2014-09-18,1,GROCERY I,1979.0,2
1113762,2014-09-19,1,GROCERY I,1994.0,2
1115544,2014-09-20,1,GROCERY I,2208.0,4
1117326,2014-09-21,1,GROCERY I,1104.0,0
1119108,2014-09-22,1,GROCERY I,2048.0,4
1120890,2014-09-23,1,GROCERY I,1958.0,3
1122672,2014-09-24,1,GROCERY I,2698.0,4
1124454,2014-09-25,1,GROCERY I,2062.0,1
1126236,2014-09-26,1,GROCERY I,2095.0,0
1128018,2014-09-27,1,GROCERY I,2272.0,0
1129800,2014-09-28,1,GROCERY I,980.0,0
1131582,2014-09-29,1,GROCERY I,2095.0,2
1133364,2014-09-30,1,GROCERY I,2063.0,1
1135146,2014-10-01,1,GROCERY I,2769.0,3
1136928,2014-10-02,1,GROCERY I,2408.0,0
1138710,2014-10-03,1,GROCERY I,3414.0,3
1140492,2014-10-04,1,GROCERY I,2419.0,3
1142274,2014-10-05,1,GROCERY I,1070.0,2
1144056,2014-10-06,1,GROCERY I,2198.0,6
1145838,2014-10-07,1,GROCERY I,2050.0,5
1147620,2014-10-08,1,GROCERY I,2601.0,2
1149402,2014-10-09,1,GROCERY I,1973.0,2
1151184,2014-10-10,1,GROCERY I,1031.0,2
1152966,2014-10-11,1,GROCERY I,1935.0,3
1154748,2014-10-12,1,GROCERY I,756.0,0
1156530,2014-10-13,1,GROCERY I,2180.0,0
1158312,2014-10-14,1,GROCERY I,2403.0,3
1160094,2014-10-15,1,GROCERY I,2386.0,0
1161876,2014-10-16,1,GROCERY I,2124.0,3
1163658,2014-10-17,1,GROCERY I,2182.0,1
1165440,2014-10-18,1,GROCERY I,2385.0,0
1167222,2014-10-19,1,GROCERY I,1173.0,0
1169004,2014-10-20,1,GROCERY I,2107.0,1
1170786,2014-10-21,1,GROCERY I,2051.0,4
1172568,2014-10-22,1,GROCERY I,2600.0,3
1174350,2014-10-23,1,GROCERY I,1880.0,2
1176132,2014-10-24,1,GROCERY I,2181.0,4
1177914,2014-10-25,1,GROCERY I,2226.0,3
1179696,2014-10-26,1,GROCERY I,1174.0,1
1181478,2014-10-27,1,GROCERY I,2086.0,4
1183260,2014-10-28,1,GROCERY I,1768.0,3
1185042,2014-10-29,1,GROCERY I,2428.0,6
1186824,2014-10-30,1,GROCERY I,2227.0,2
1188606,2014-10-31,1,GROCERY I,3094.0,4
1190388,2014-11-01,1,GROCERY I,1856.0,2
1192170,2014-11-02,1,GROCERY I,715.0,4
1193952,2014-11-03,1,GROCERY I,983.0,1
1195734,2014-11-04,1,GROCERY I,2467.0,6
1197516,2014-11-05,1,GROCERY I,3236.0,5
1199298,2014-11-06,1,GROCERY I,2264.0,2
1201080,2014-11-07,1,GROCERY I,2405.0,4
1202862,2014-11-08,1,GROCERY I,2274.0,2
1204644,2014-11-09,1,GROCERY I,925.0,3
1206426,2014-11-10,1,GROCERY I,2003.0,5
1208208,2014-11-11,1,GROCERY I,2410.0,5
1209990,2014-11-12,1,GROCERY I,2452.0,8
1211772,2014-11-13,1,GROCERY I,2112.0,3
1213554,2014-11-14,1,GROCERY I,2109.0,8
1215336,2014-11-15,1,GROCERY I,2256.0,6
1217118,2014-11-16,1,GROCERY I,1326.0,10
1218900,2014-11-17,1,GROCERY I,2171.0,6
1220682,2014-11-18,1,GROCERY I,2987.0,3
1222464,2014-11-19,1,GROCERY I,2744.0,6
1224246,2014-11-20,1,GROCERY I,2112.0,9
1226028,2014-11-21,1,GROCERY I,2192.0,9
1227810,2014-11-22,1,GROCERY I,2287.0,4
1229592,2014-11-23,1,GROCERY I,1088.0,5
1231374,2014-11-24,1,GROCERY I,2189.0,5
1233156,2014-11-25,1,GROCERY I,2042.0,10
1234938,2014-11-26,1,GROCERY I,2674.0,8
1236720,2014-11-27,1,GROCERY I,1882.0,5
1238502,2014-11-28,1,GROCERY I,2212.0,7
1240284,2014-11-29,1,GROCERY I,2233.0,3
1242066,2014-11-30,1,GROCERY I,1095.0,2
1243848,2014-12-01,1,GROCERY I,2683.0,7
1245630,2014-12-02,1,GROCERY I,2392.0,10
1247412,2014-12-03,1,GROCERY I,2955.0,9
1249194,2014-12-04,1,GROCERY I,2845.0,4
1250976,2014-12-05,1,GROCERY I,2228.0,7
1252758,2014-12-06,1,GROCERY I,1936.0,7
1254540,2014-12-07,1,GROCERY I,1102.0,8
1256322,2014-12-08,1,GROCERY I,2599.0,2
1258104,2014-12-09,1,GROCERY I,3092.0,7
1259886,2014-12-10,1,GROCERY I,4481.0,7
1261668,2014-12-11,1,GROCERY I,2739.0,9
1263450,2014-12-12,1,GROCERY I,2507.0,3
1265232,2014-12-13,1,GROCERY I,2560.0,9
1267014,2014-12-14,1,GROCERY I,1282.0,13
1268796,2014-12-15,1,GROCERY I,3075.0,3
1270578,2014-12-16,1,GROCERY I,3404.0,6
1272360,2014-12-17,1,GROCERY I,3498.0,4
1274142,2014-12-18,1,GROCERY I,3428.0,7
1275924,2014-12-19,1,GROCERY I,3130.0,5
1277706,2014-12-20,1,GROCERY I,3201.0,3
1279488,2014-12-21,1,GROCERY I,1803.0,10
1281270,2014-12-22,1,GROCERY I,3305.0,7
1283052,2014-12-23,1,GROCERY I,3231.0,14
1284834,2014-12-24,1,GROCERY I,2958.0,6
1286616,2014-12-26,1,GROCERY I,2450.0,11
1288398,2014-12-27,1,GROCERY I,1310.0,14
1290180,2014-12-28,1,GROCERY I,568.0,3
1291962,2014-12-29,1,GROCERY I,1877.0,14
1293744,2014-12-30,1,GROCERY I,2386.0,6
1295526,2014-12-31,1,GROCERY I,2068.0,10
1297308,2015-01-01,1,GROCERY I,0.0,0
1299090,2015-01-02,1,GROCERY I,1418.0,9
1300872,2015-01-03,1,GROCERY I,1869.0,9
1302654,2015-01-04,1,GROCERY I,1020.0,19
1304436,2015-01-05,1,GROCERY I,2914.0,16
1306218,2015-01-06,1,GROCERY I,2233.0,12
1308000,2015-01-07,1,GROCERY I,2912.0,14
1309782,2015-01-08,1,GROCERY I,2178.0,3
1311564,2015-01-09,1,GROCERY I,2244.0,5
1313346,2015-01-10,1,GROCERY I,2475.0,2
1315128,2015-01-11,1,GROCERY I,1042.0,0
1316910,2015-01-12,1,GROCERY I,2330.0,10
1318692,2015-01-13,1,GROCERY I,2338.0,5
1320474,2015-01-14,1,GROCERY I,2530.0,15
1322256,2015-01-15,1,GROCERY I,1726.0,0
1324038,2015-01-16,1,GROCERY I,2209.0,2
1325820,2015-01-17,1,GROCERY I,2324.0,1
1327602,2015-01-18,1,GROCERY I,1005.0,0
1329384,2015-01-19,1,GROCERY I,2554.0,3
1331166,2015-01-20,1,GROCERY I,2104.0,1
1332948,2015-01-21,1,GROCERY I,2557.0,1
1334730,2015-01-22,1,GROCERY I,2297.0,0
1336512,2015-01-23,1,GROCERY I,2158.0,2
1338294,2015-01-24,1,GROCERY I,2191.0,0
1340076,2015-01-25,1,GROCERY I,876.0,0
1341858,2015-01-26,1,GROCERY I,2208.0,1
1343640,2015-01-27,1,GROCERY I,2142.0,1
1345422,2015-01-28,1,GROCERY I,2531.0,0
1347204,2015-01-29,1,GROCERY I,2324.0,5
1348986,2015-01-30,1,GROCERY I,3186.0,5
1350768,2015-01-31,1,GROCERY I,2343.0,3
1352550,2015-02-01,1,GROCERY I,1140.0,4
1354332,2015-02-02,1,GROCERY I,3009.0,7
1356114,2015-02-03,1,GROCERY I,2487.0,6
1357896,2015-02-04,1,GROCERY I,2657.0,6
1359678,2015-02-05,1,GROCERY I,1923.0,3
1361460,2015-02-06,1,GROCERY I,2392.0,14
1363242,2015-02-07,1,GROCERY I,2266.0,4
1365024,2015-02-08,1,GROCERY I,1049.0,0
1366806,2015-02-09,1,GROCERY I,2328.0,3
1368588,2015-02-10,1,GROCERY I,2382.0,3
1370370,2015-02-11,1,GROCERY I,2447.0,4
1372152,2015-02-12,1,GROCERY I,2193.0,3
1373934,2015-02-13,1,GROCERY I,2353.0,3
1375716,2015-02-14,1,GROCERY I,1642.0,1
1377498,2015-02-15,1,GROCERY I,670.0,2
1379280,2015-02-16,1,GROCERY I,616.0,1
1381062,2015-02-17,1,GROCERY I,597.0,4
1382844,2015-02-18,1,GROCERY I,2491.0,4
1384626,2015-02-19,1,GROCERY I,1815.0,1
1386408,2015-02-20,1,GROCERY I,2563.0,5
1388190,2015-02-21,1,GROCERY I,2467.0,3
1389972,2015-02-22,1,GROCERY I,1076.0,0
1391754,2015-02-23,1,GROCERY I,2387.0,4
1393536,2015-02-24,1,GROCERY I,2110.0,3
1395318,2015-02-25,1,GROCERY I,2347.0,6
1397100,2015-02-26,1,GROCERY I,1847.0,5
1398882,2015-02-27,1,GROCERY I,2667.0,4
1400664,2015-02-28,1,GROCERY I,2294.0,5
1402446,2015-03-01,1,GROCERY I,1141.0,7
1404228,2015-03-02,1,GROCERY I,2328.0,3
1406010,2015-03-03,1,GROCERY I,2404.0,6
1407792,2015-03-04,1,GROCERY I,2486.0,5
1409574,2015-03-05,1,GROCERY I,2092.0,7
1411356,2015-03-06,1,GROCERY I,2235.0,6
1413138,2015-03-07,1,GROCERY I,2707.0,6
1414920,2015-03-08,1,GROCERY I,981.0,5
1416702,2015-03-09,1,GROCERY I,3118.0,9
1418484,2015-03-10,1,GROCERY I,2418.0,7
1420266,2015-03-11,1,GROCERY I,2679.0,5
1422048,2015-03-12,1,GROCERY I,1779.0,7
1423830,2015-03-13,1,GROCERY I,2605.0,9
1425612,2015-03-14,1,GROCERY I,2660.0,9
1427394,2015-03-15,1,GROCERY I,1096.0,8
1429176,2015-03-16,1,GROCERY I,2328.0,6
1430958,2015-03-17,1,GROCERY I,2207.0,6
1432740,2015-03-18,1,GROCERY I,2369.0,8
1434522,2015-03-19,1,GROCERY I,2264.0,12
1436304,2015-03-20,1,GROCERY I,2978.0,7
1438086,2015-03-21,1,GROCERY I,2563.0,9
1439868,2015-03-22,1,GROCERY I,1076.0,7
1441650,2015-03-23,1,GROCERY I,2349.0,8
1443432,2015-03-24,1,GROCERY I,2500.0,14
1445214,2015-03-25,1,GROCERY I,2481.0,9
1446996,2015-03-26,1,GROCERY I,1951.0,4
1448778,2015-03-27,1,GROCERY I,2300.0,5
1450560,2015-03-28,1,GROCERY I,2270.0,5
1452342,2015-03-29,1,GROCERY I,952.0,7
1454124,2015-03-30,1,GROCERY I,2163.0,7
1455906,2015-03-31,1,GROCERY I,2436.0,8
1457688,2015-04-01,1,GROCERY I,3048.0,12
1459470,2015-04-02,1,GROCERY I,2558.0,5
1461252,2015-04-03,1,GROCERY I,766.0,3
1463034,2015-04-04,1,GROCERY I,1879.0,5
1464816,2015-04-05,1,GROCERY I,881.0,3
1466598,2015-04-06,1,GROCERY I,2604.0,4
1468380,2015-04-07,1,GROCERY I,2319.0,5
1470162,2015-04-08,1,GROCERY I,2734.0,5
1471944,2015-04-09,1,GROCERY I,1968.0,4
1473726,2015-04-10,1,GROCERY I,2448.0,4
1475508,2015-04-11,1,GROCERY I,2315.0,3
1477290,2015-04-12,1,GROCERY I,947.0,4
1479072,2015-04-13,1,GROCERY I,2298.0,5
1480854,2015-04-14,1,GROCERY I,2032.0,5
1482636,2015-04-15,1,GROCERY I,2325.0,4
1484418,2015-04-16,1,GROCERY I,2142.0,3
1486200,2015-04-17,1,GROCERY I,2263.0,7
1487982,2015-04-18,1,GROCERY I,2606.0,8
1489764,2015-04-19,1,GROCERY I,1267.0,6
1491546,2015-04-20,1,GROCERY I,2473.0,6
1493328,2015-04-21,1,GROCERY I,2924.0,8
1495110,2015-04-22,1,GROCERY I,4343.0,7
1496892,2015-04-23,1,GROCERY I,2194.0,11
1498674,2015-04-24,1,GROCERY I,2353.0,15
1500456,2015-04-25,1,GROCERY I,2200.0,13
1502238,2015-04-26,1,GROCERY I,1047.0,17
1504020,2015-04-27,1,GROCERY I,2381.0,11
1505802,2015-04-28,1,GROCERY I,1918.0,14
1507584,2015-04-29,1,GROCERY I,2115.0,13
1509366,2015-04-30,1,GROCERY I,2233.0,17
1511148,2015-05-01,1,GROCERY I,800.0,7
1512930,2015-05-02,1,GROCERY I,2562.0,9
1514712,2015-05-03,1,GROCERY I,981.0,9
1516494,2015-05-04,1,GROCERY I,2620.0,10
1518276,2015-05-05,1,GROCERY I,2468.0,13
1520058,2015-05-06,1,GROCERY I,2831.0,20
1521840,2015-05-07,1,GROCERY I,2380.0,7
1523622,2015-05-08,1,GROCERY I,2795.0,9
1525404,2015-05-09,1,GROCERY I,2729.0,7
1527186,2015-05-10,1,GROCERY I,717.0,5
1528968,2015-05-11,1,GROCERY I,2381.0,15
1530750,2015-05-12,1,GROCERY I,2436.0,8
1532532,2015-05-13,1,GROCERY I,2407.0,10
1534314,2015-05-14,1,GROCERY I,1895.0,7
1536096,2015-05-15,1,GROCERY I,2121.0,3
1537878,2015-05-16,1,GROCERY I,2327.0,13
1539660,2015-05-17,1,GROCERY I,961.0,3
1541442,2015-05-18,1,GROCERY I,2178.0,4
1543224,2015-05-19,1,GROCERY I,2449.0,3
1545006,2015-05-20,1,GROCERY I,2866.0,7
1546788,2015-05-21,1,GROCERY I,2305.0,6
1548570,2015-05-22,1,GROCERY I,2328.0,2
1550352,2015-05-23,1,GROCERY I,2234.0,7
1552134,2015-05-24,1,GROCERY I,1114.0,10
1553916,2015-05-25,1,GROCERY I,2295.0,6
1555698,2015-05-26,1,GROCERY I,2317.0,2
1557480,2015-05-27,1,GROCERY I,2644.0,16
1559262,2015-05-28,1,GROCERY I,2195.0,3
1561044,2015-05-29,1,GROCERY I,2234.0,7
1562826,2015-05-30,1,GROCERY I,2436.0,5
1564608,2015-05-31,1,GROCERY I,1093.0,8
1566390,2015-06-01,1,GROCERY I,2497.0,7
1568172,2015-06-02,1,GROCERY I,2554.0,4
1569954,2015-06-03,1,GROCERY I,3614.0,7
1571736,2015-06-04,1,GROCERY I,2134.0,6
1573518,2015-06-05,1,GROCERY I,2747.0,6
1575300,2015-06-06,1,GROCERY I,2377.0,8
1577082,2015-06-07,1,GROCERY I,832.0,7
1578864,2015-06-08,1,GROCERY I,2476.0,3
1580646,2015-06-09,1,GROCERY I,2166.0,3
1582428,2015-06-10,1,GROCERY I,2718.0,7
1584210,2015-06-11,1,GROCERY I,2073.0,5
1585992,2015-06-12,1,GROCERY I,2315.0,8
1587774,2015-06-13,1,GROCERY I,2341.0,16
1589556,2015-06-14,1,GROCERY I,1120.0,2
1591338,2015-06-15,1,GROCERY I,2428.0,9
1593120,2015-06-16,1,GROCERY I,2531.0,10
1594902,2015-06-17,1,GROCERY I,2803.0,12
1596684,2015-06-18,1,GROCERY I,1900.0,14
1598466,2015-06-19,1,GROCERY I,2377.0,10
1600248,2015-06-20,1,GROCERY I,2537.0,13
1602030,2015-06-21,1,GROCERY I,856.0,13
1603812,2015-06-22,1,GROCERY I,2451.0,7
1605594,2015-06-23,1,GROCERY I,2316.0,10
1607376,2015-06-24,1,GROCERY I,2284.0,18
1609158,2015-06-25,1,GROCERY I,2040.0,7
1610940,2015-06-26,1,GROCERY I,2216.0,8
1612722,2015-06-27,1,GROCERY I,2147.0,7
1614504,2015-06-28,1,GROCERY I,1169.0,2
1616286,2015-06-29,1,GROCERY I,2331.0,2
1618068,2015-06-30,1,GROCERY I,2409.0,4
1619850,2015-07-01,1,GROCERY I,2822.0,4
1621632,2015-07-02,1,GROCERY I,2582.0,4
1623414,2015-07-03,1,GROCERY I,3016.0,6
1625196,2015-07-04,1,GROCERY I,2365.0,6
1626978,2015-07-05,1,GROCERY I,851.0,9
1628760,2015-07-06,1,GROCERY I,1607.0,4
1630542,2015-07-07,1,GROCERY I,0.0,0
1632324,2015-07-08,1,GROCERY I,2918.0,6
1634106,2015-07-09,1,GROCERY I,2600.0,8
1635888,2015-07-10,1,GROCERY I,2649.0,7
1637670,2015-07-11,1,GROCERY I,2400.0,7
1639452,2015-07-12,1,GROCERY I,915.0,6
1641234,2015-07-13,1,GROCERY I,2425.0,8
1643016,2015-07-14,1,GROCERY I,2539.0,11
1644798,2015-07-15,1,GROCERY I,2796.0,10
1646580,2015-07-16,1,GROCERY I,2193.0,7
1648362,2015-07-17,1,GROCERY I,3100.0,8
1650144,2015-07-18,1,GROCERY I,1883.0,7
1651926,2015-07-19,1,GROCERY I,869.0,3
1653708,2015-07-20,1,GROCERY I,2534.0,12
1655490,2015-07-21,1,GROCERY I,2073.0,10
1657272,2015-07-22,1,GROCERY I,2370.0,17
1659054,2015-07-23,1,GROCERY I,2117.0,13
1660836,2015-07-24,1,GROCERY I,2316.0,11
1662618,2015-07-25,1,GROCERY I,2066.0,7
1664400,2015-07-26,1,GROCERY I,864.0,8
1666182,2015-07-27,1,GROCERY I,2387.0,12
1667964,2015-07-28,1,GROCERY I,2280.0,15
1669746,2015-07-29,1,GROCERY I,2397.0,12
1671528,2015-07-30,1,GROCERY I,1983.0,11
1673310,2015-07-31,1,GROCERY I,2432.0,15
1675092,2015-08-01,1,GROCERY I,2339.0,6
1676874,2015-08-02,1,GROCERY I,942.0,11
1678656,2015-08-03,1,GROCERY I,2667.0,11
1680438,2015-08-04,1,GROCERY I,3100.0,6
1682220,2015-08-05,1,GROCERY I,2876.0,7
1684002,2015-08-06,1,GROCERY I,2219.0,5
1685784,2015-08-07,1,GROCERY I,2325.0,7
1687566,2015-08-08,1,GROCERY I,1651.0,7
1689348,2015-08-09,1,GROCERY I,615.0,6
1691130,2015-08-10,1,GROCERY I,659.0,3
1692912,2015-08-11,1,GROCERY I,2537.0,14
1694694,2015-08-12,1,GROCERY I,2579.0,7
1696476,2015-08-13,1,GROCERY I,1875.0,12
1698258,2015-08-14,1,GROCERY I,3570.0,10
1700040,2015-08-15,1,GROCERY I,3090.0,10
1701822,2015-08-16,1,GROCERY I,907.0,3
1703604,2015-08-17,1,GROCERY I,2375.0,7
1705386,2015-08-18,1,GROCERY I,2178.0,5
1707168,2015-08-19,1,GROCERY I,2421.0,8
1708950,2015-08-20,1,GROCERY I,2171.0,10
1710732,2015-08-21,1,GROCERY I,2248.0,10
1712514,2015-08-22,1,GROCERY I,2251.0,13
1714296,2015-08-23,1,GROCERY I,774.0,8
1716078,2015-08-24,1,GROCERY I,2244.0,6
1717860,2015-08-25,1,GROCERY I,2233.0,9
1719642,2015-08-26,1,GROCERY I,2643.0,13
1721424,2015-08-27,1,GROCERY I,2067.0,6
1723206,2015-08-28,1,GROCERY I,2313.0,11
1724988,2015-08-29,1,GROCERY I,2418.0,10
1726770,2015-08-30,1,GROCERY I,869.0,5
1728552,2015-08-31,1,GROCERY I,2454.0,7
1730334,2015-09-01,1,GROCERY I,2517.0,9
1732116,2015-09-02,1,GROCERY I,3066.0,8
1733898,2015-09-03,1,GROCERY I,2571.0,2
1735680,2015-09-04,1,GROCERY I,2840.0,6
1737462,2015-09-05,1,GROCERY I,2430.0,9
1739244,2015-09-06,1,GROCERY I,1067.0,1
1741026,2015-09-07,1,GROCERY I,2477.0,6
1742808,2015-09-08,1,GROCERY I,2406.0,7
1744590,2015-09-09,1,GROCERY I,2627.0,4
1746372,2015-09-10,1,GROCERY I,2047.0,8
1748154,2015-09-11,1,GROCERY I,2263.0,10
1749936,2015-09-12,1,GROCERY I,2443.0,2
1751718,2015-09-13,1,GROCERY I,969.0,2
1753500,2015-09-14,1,GROCERY I,2349.0,5
1755282,2015-09-15,1,GROCERY I,2305.0,4
1757064,2015-09-16,1,GROCERY I,2644.0,8
1758846,2015-09-17,1,GROCERY I,2140.0,5
1760628,2015-09-18,1,GROCERY I,2537.0,5
1762410,2015-09-19,1,GROCERY I,2360.0,6
1764192,2015-09-20,1,GROCERY I,997.0,2
1765974,2015-09-21,1,GROCERY I,2311.0,2
1767756,2015-09-22,1,GROCERY I,2378.0,4
1769538,2015-09-23,1,GROCERY I,2412.0,6
1771320,2015-09-24,1,GROCERY I,2129.0,4
1773102,2015-09-25,1,GROCERY I,2456.0,6
1774884,2015-09-26,1,GROCERY I,2495.0,11
1776666,2015-09-27,1,GROCERY I,1159.0,4
1778448,2015-09-28,1,GROCERY I,2189.0,6
1780230,2015-09-29,1,GROCERY I,2271.0,10
1782012,2015-09-30,1,GROCERY I,3529.0,8
1783794,2015-10-01,1,GROCERY I,2715.0,13
1785576,2015-10-02,1,GROCERY I,2848.0,8
1787358,2015-10-03,1,GROCERY I,3093.0,8
1789140,2015-10-04,1,GROCERY I,1300.0,4
1790922,2015-10-05,1,GROCERY I,3839.0,13
1792704,2015-10-06,1,GROCERY I,2626.0,10
1794486,2015-10-07,1,GROCERY I,2700.0,10
1796268,2015-10-08,1,GROCERY I,2564.0,10
1798050,2015-10-09,1,GROCERY I,1084.0,4
1799832,2015-10-10,1,GROCERY I,2052.0,6
1801614,2015-10-11,1,GROCERY I,995.0,9
1803396,2015-10-12,1,GROCERY I,2522.0,10
1805178,2015-10-13,1,GROCERY I,2312.0,9
1806960,2015-10-14,1,GROCERY I,2755.0,9
1808742,2015-10-15,1,GROCERY I,2238.0,3
1810524,2015-10-16,1,GROCERY I,3068.0,6
1812306,2015-10-17,1,GROCERY I,2909.0,5
1814088,2015-10-18,1,GROCERY I,1454.0,4
1815870,2015-10-19,1,GROCERY I,2755.0,6
1817652,2015-10-20,1,GROCERY I,2481.0,3
1819434,2015-10-21,1,GROCERY I,2464.0,3
1821216,2015-10-22,1,GROCERY I,2154.0,4
1822998,2015-10-23,1,GROCERY I,2785.0,5
1824780,2015-10-24,1,GROCERY I,2296.0,3
1826562,2015-10-25,1,GROCERY I,1183.0,1
1828344,2015-10-26,1,GROCERY I,2323.0,3
1830126,2015-10-27,1,GROCERY I,2331.0,4
1831908,2015-10-28,1,GROCERY I,3331.0,6
1833690,2015-10-29,1,GROCERY I,2206.0,12
1835472,2015-10-30,1,GROCERY I,2400.0,13
1837254,2015-10-31,1,GROCERY I,2086.0,8
1839036,2015-11-01,1,GROCERY I,668.0,2
1840818,2015-11-02,1,GROCERY I,665.0,3
1842600,2015-11-03,1,GROCERY I,1069.0,4
1844382,2015-11-04,1,GROCERY I,3839.0,9
1846164,2015-11-05,1,GROCERY I,2528.0,14
1847946,2015-11-06,1,GROCERY I,2710.0,24
1849728,2015-11-07,1,GROCERY I,2637.0,13
1851510,2015-11-08,1,GROCERY I,1313.0,7
1853292,2015-11-09,1,GROCERY I,2493.0,15
1855074,2015-11-10,1,GROCERY I,2287.0,8
1856856,2015-11-11,1,GROCERY I,2643.0,13
1858638,2015-11-12,1,GROCERY I,2374.0,19
1860420,2015-11-13,1,GROCERY I,2452.0,15
1862202,2015-11-14,1,GROCERY I,2481.0,10
1863984,2015-11-15,1,GROCERY I,1236.0,22
1865766,2015-11-16,1,GROCERY I,2635.0,17
1867548,2015-11-17,1,GROCERY I,2431.0,13
1869330,2015-11-18,1,GROCERY I,2511.0,32
1871112,2015-11-19,1,GROCERY I,2420.0,27
1872894,2015-11-20,1,GROCERY I,2735.0,22
1874676,2015-11-21,1,GROCERY I,2515.0,17
1876458,2015-11-22,1,GROCERY I,1254.0,13
1878240,2015-11-23,1,GROCERY I,2817.0,17
1880022,2015-11-24,1,GROCERY I,2571.0,18
1881804,2015-11-25,1,GROCERY I,2604.0,17
1883586,2015-11-26,1,GROCERY I,2350.0,13
1885368,2015-11-27,1,GROCERY I,2453.0,18
